Zeit [MEZ];Wasserstand;Status
"13.02.2010";"152";nicht qualitaetsgesichert
"14.02.2010";"152";nicht qualitaetsgesichert
"15.02.2010";"153";nicht qualitaetsgesichert
"16.02.2010";"152";nicht qualitaetsgesichert
"17.02.2010";"152";nicht qualitaetsgesichert
"18.02.2010";"152";nicht qualitaetsgesichert
"19.02.2010";"148";nicht qualitaetsgesichert
"20.02.2010";"151";nicht qualitaetsgesichert
"21.02.2010";"152";nicht qualitaetsgesichert
"22.02.2010";"149";nicht qualitaetsgesichert
"23.02.2010";"150";nicht qualitaetsgesichert
"24.02.2010";"150";nicht qualitaetsgesichert
"25.02.2010";"150";nicht qualitaetsgesichert
"26.02.2010";"148";nicht qualitaetsgesichert
"27.02.2010";"147";nicht qualitaetsgesichert
"28.02.2010";"139";nicht qualitaetsgesichert
"01.03.2010";"124";nicht qualitaetsgesichert
"02.03.2010";"117";nicht qualitaetsgesichert
"03.03.2010";"114";nicht qualitaetsgesichert
"04.03.2010";"122";nicht qualitaetsgesichert
"05.03.2010";"122";nicht qualitaetsgesichert
"06.03.2010";"132";nicht qualitaetsgesichert
"07.03.2010";"135";nicht qualitaetsgesichert
"08.03.2010";"139";nicht qualitaetsgesichert
"09.03.2010";"148";nicht qualitaetsgesichert
"10.03.2010";"149";nicht qualitaetsgesichert
"11.03.2010";"149";nicht qualitaetsgesichert
"12.03.2010";"145";nicht qualitaetsgesichert
"13.03.2010";"146";nicht qualitaetsgesichert
"14.03.2010";"147";nicht qualitaetsgesichert
"15.03.2010";"144";nicht qualitaetsgesichert
"16.03.2010";"146";nicht qualitaetsgesichert
"17.03.2010";"116";nicht qualitaetsgesichert
"18.03.2010";"120";nicht qualitaetsgesichert
"19.03.2010";"121";nicht qualitaetsgesichert
"20.03.2010";"126";nicht qualitaetsgesichert
"21.03.2010";"129";nicht qualitaetsgesichert
"22.03.2010";"132";nicht qualitaetsgesichert
"25.03.2010";"149";nicht qualitaetsgesichert
"26.03.2010";"150";nicht qualitaetsgesichert
"27.03.2010";"147";nicht qualitaetsgesichert
"28.03.2010";"150";nicht qualitaetsgesichert
"29.03.2010";"151";nicht qualitaetsgesichert
"30.03.2010";"152";nicht qualitaetsgesichert
"31.03.2010";"151";nicht qualitaetsgesichert
"01.04.2010";"151";nicht qualitaetsgesichert
"02.04.2010";"151";nicht qualitaetsgesichert
"03.04.2010";"152";nicht qualitaetsgesichert
"04.04.2010";"153";nicht qualitaetsgesichert
"05.04.2010";"152";nicht qualitaetsgesichert
"06.04.2010";"147";nicht qualitaetsgesichert
"07.04.2010";"152";nicht qualitaetsgesichert
"08.04.2010";"150";nicht qualitaetsgesichert
"09.04.2010";"151";nicht qualitaetsgesichert
"10.04.2010";"153";nicht qualitaetsgesichert
"11.04.2010";"151";nicht qualitaetsgesichert
"12.04.2010";"150";nicht qualitaetsgesichert
"13.04.2010";"148";nicht qualitaetsgesichert
"14.04.2010";"148";nicht qualitaetsgesichert
"15.04.2010";"154";nicht qualitaetsgesichert
"16.04.2010";"151";nicht qualitaetsgesichert
"17.04.2010";"148";nicht qualitaetsgesichert
"18.04.2010";"152";nicht qualitaetsgesichert
"19.04.2010";"151";nicht qualitaetsgesichert
"20.04.2010";"151";nicht qualitaetsgesichert
"21.04.2010";"150";nicht qualitaetsgesichert
"22.04.2010";"150";nicht qualitaetsgesichert
"23.04.2010";"153";nicht qualitaetsgesichert
"24.04.2010";"155";nicht qualitaetsgesichert
"25.04.2010";"157";nicht qualitaetsgesichert
"26.04.2010";"149";nicht qualitaetsgesichert
"27.04.2010";"155";nicht qualitaetsgesichert
"28.04.2010";"155";nicht qualitaetsgesichert
"29.04.2010";"154";nicht qualitaetsgesichert
"30.04.2010";"149";nicht qualitaetsgesichert
"01.05.2010";"154";nicht qualitaetsgesichert
"02.05.2010";"155";nicht qualitaetsgesichert
"03.05.2010";"156";nicht qualitaetsgesichert
"04.05.2010";"146";nicht qualitaetsgesichert
"05.05.2010";"149";nicht qualitaetsgesichert
"06.05.2010";"144";nicht qualitaetsgesichert
"07.05.2010";"143";nicht qualitaetsgesichert
"08.05.2010";"145";nicht qualitaetsgesichert
"09.05.2010";"150";nicht qualitaetsgesichert
"10.05.2010";"141";nicht qualitaetsgesichert
"11.05.2010";"135";nicht qualitaetsgesichert
"12.05.2010";"139";nicht qualitaetsgesichert
"13.05.2010";"148";nicht qualitaetsgesichert
"14.05.2010";"144";nicht qualitaetsgesichert
"15.05.2010";"146";nicht qualitaetsgesichert
"16.05.2010";"142";nicht qualitaetsgesichert
"17.05.2010";"144";nicht qualitaetsgesichert
"18.05.2010";"139";nicht qualitaetsgesichert
"19.05.2010";"139";nicht qualitaetsgesichert
"20.05.2010";"136";nicht qualitaetsgesichert
"21.05.2010";"140";nicht qualitaetsgesichert
"22.05.2010";"134";nicht qualitaetsgesichert
"23.05.2010";"136";nicht qualitaetsgesichert
"24.05.2010";"145";nicht qualitaetsgesichert
"25.05.2010";"141";nicht qualitaetsgesichert
"26.05.2010";"108";nicht qualitaetsgesichert
"27.05.2010";"108";nicht qualitaetsgesichert
"28.05.2010";"109";nicht qualitaetsgesichert
"29.05.2010";"110";nicht qualitaetsgesichert
"30.05.2010";"109";nicht qualitaetsgesichert
"31.05.2010";"109";nicht qualitaetsgesichert
"01.06.2010";"109";nicht qualitaetsgesichert
"02.06.2010";"109";nicht qualitaetsgesichert



